client_id	path	sentence	duration_s
06e4fd5173d03f3ea46f312ed17c092c9efabfdb9d854c39f9e28005dceea75955d0cc5ce247428008d997da7c3020554e4373d6bf7345c029cba517f92c7b2a	common_voice_pl_20615273.mp3	Mieszkańcy przyzwyczaili się już do ścisku, złego dojazdu do cmentarza oraz korków	5.573625
40acc986b41a982d86573d4d464cdb180475c443f5a7666b01de149df825e36fd048dcc7d58d374c182337cf1aef2ab5670b19fcd158a859681440cb3487d39b	common_voice_pl_21098667.mp3	Wszystko się dla niego skończyło	2.981625
b696017fdc6ea7e58bb89fbf2c35ef5aae9f4296290da7b1178922dc0f01687b1e615b9f23d4e4e898ab047e29a3e8456791eedf425c5523c9f549e9a9af13db	common_voice_pl_20607228.mp3	To jest moje przeznaczenie	2.501625
05beeef7c41d60290389ab0dd20989132ed1f33241f542fdad335ef3aa93e8b00863a81be978590d54a57193c57166cab306af7ad7114e30b37f18bfa20cdee3	common_voice_pl_37362077.mp3	Na przykład Izba nie dała jednemu z kandydatów na komisarza uczciwej szansy wysłuchania	6.4875
ef8fbeac756a6a2141ae62c4bf1111c213cc054a6fc099958996a257602b370bb58939503364b21b3651f98fa0df1ea7e217c17ab2f12fd52f5145f9054ec36b	common_voice_pl_41193412.mp3	O dobry Febie	4.0035
f7d26f8469642d223b6223343428a70f5dc22bd7168115bc1ff0f080cdf2e01a3a938cdba1c0ba3667e45a26b97365da3da6ed3d40142cdb5292d5f50f1a5332	common_voice_pl_20615111.mp3	Myślał zbyt wolno i dlatego był szczęśliwy, że umie pisać	5.957625
2854fd7602fe79f69287f081047c840146caf2bc5a518fef55eefd09f7c4eff11bedd7f8e4227447989cde9e9948862a5786a59582033b975a892fc3acdad814	common_voice_pl_20795861.mp3	Wkradała się jak kot tylnym wejściem, aby nie mówiono do niej	5.741625
ef8fbeac756a6a2141ae62c4bf1111c213cc054a6fc099958996a257602b370bb58939503364b21b3651f98fa0df1ea7e217c17ab2f12fd52f5145f9054ec36b	common_voice_pl_41194538.mp3	Ja sama zapadłam w jakąś obłudną martwotę	5.4435
6caf100b986fe0662226191fd70cd57b4c5f5f576fce30935a6eba6e0e801083bb275313d82303e75f14ccbddb9748f9f5c622dc8b013617db25bf4e91628253	common_voice_pl_20747674.mp3	W jaki sposób? — Byłem u lekarza i powiedział, że będę mówił nisko	5.861625
9852aa435f3eadef9067a03d87bb1946a264122bebbdd02a27180a9c9c937be713d2cb0bedc350311f94148e58527acf177308c30852df297f6799be1e16dbdd	common_voice_pl_38518415.mp3	Nie sądzę, aby męczarnie te uwzględniano w jakichkolwiek przyjacielskich czy instytucjonalnych porozumieniach	8.3235
4abc6c0fad8f36394fd307c9c641a3baa20ab7cac38c4dbcee99a4bebda3d26d787ccd5a21bfb00881674d60067202388468c4c1c22985d810a7055eb15a905a	common_voice_pl_20609425.mp3	Dziś jest dzień wagarowicza	2.765625
a1cb939e97ca6abee8f1e2f721c74f40ee5b804997ac870612343409471687061b069a5848f49cdd60c1aa6027ee69f2674ca64028773969e690a1e0cf895dad	common_voice_pl_26140878.mp3	Konflikty są oczywiste w negocjacjach ze Stanami Zjednoczonymi	3.5715
d52583942bbfdf3cb0c3662fed89cf07ffb4bb68920a16a6d0fe4e73c923c14eef67292ac2fb4589fae134b0efb6cfa98deeea26454ffd98a28f190de2117ba6	common_voice_pl_20614822.mp3	Łatwo przyszło, łatwo poszło	4.061625
72a8725537f15ecfbd2aca0c342ee4ac0367ad23595ccd3d7efadb015af1af5e0614adb92ad6bf009711df662453a870c31467ca0ec71005a00aa82dc5e02a40	common_voice_pl_20719207.mp3	Nawet z godziny na godzinę! — odpowiedział Hugon	4.061625
c1c45b55244dc2312b7450e2c16191d53a5c3489ebbb7c9a5727ce75273ee75d1b1bcbec2637a1565e6c7ae811007342875563879e9eab28693632cdb5db9f89	common_voice_pl_20645076.mp3	Zrobiłem to z niemałą dozą ostrożności, z długim wahaniem	4.661625
40acc986b41a982d86573d4d464cdb180475c443f5a7666b01de149df825e36fd048dcc7d58d374c182337cf1aef2ab5670b19fcd158a859681440cb3487d39b	common_voice_pl_23709945.mp3	Ciągle jeszcze rozważałem treść listu, tak mię poruszyła głęboko	4.901625
a641d6dbd4c917f316eab8b64e67d225ed2f1f536a6f1a937e3afa6f14e994f986e2c1b1e3761520ff02aff15f84774f6d85ea1343c125dba942298bb6861312	common_voice_pl_25649669.mp3	Pasterz i zaklęta dziewica	2.9955
ef8fbeac756a6a2141ae62c4bf1111c213cc054a6fc099958996a257602b370bb58939503364b21b3651f98fa0df1ea7e217c17ab2f12fd52f5145f9054ec36b	common_voice_pl_24728531.mp3	"O szóstej rano odsłoń rolety i zagraj ""Kiedy ranne wstają zorze"	6.6675
4abc6c0fad8f36394fd307c9c641a3baa20ab7cac38c4dbcee99a4bebda3d26d787ccd5a21bfb00881674d60067202388468c4c1c22985d810a7055eb15a905a	common_voice_pl_20607078.mp3	Jestem szczęśliwy	2.909625
a2db84266a607f095bafb294cad05f3fdcf2aa976d4376015cd39d34b1d3604eb891bdea505dff4598a8192bf00d39e8024c180233ae9cfdd33ea30d6493bce6	common_voice_pl_20686033.mp3	Nie nazywali tego przyjaźnią, nie nazywali tego wcale	4.349625
d9c913215277238571f601e0e7963bb1dc371ec6e353b5b0704b532efb9f10b3ee1c93c47ccf71c0192aefbd6335d928da20b3e300a804f6332d9663cc9571da	common_voice_pl_26045481.mp3	Eskimosi wyjaśnili nam to podczas konsultacji	4.3635
c666546baeecd06b8170a87af5fc862f8ffc037414959aa738f0fa9d9783efa38f5f9dd8fa9ab7881f408934b9de737cb7278d99e40de481494c3332313eb623	common_voice_pl_21698724.mp3	Wizualizacje z bieżącą informacją o zdarzeniach i stanie poszczególnych przejść	8.597625
8c4eeac4b0268f6da0712d963ed4c527e004098ca234badee85b77c2453fd704a42e75f0eccd6caa481e5d5d25cb389f0c339690b3718dd2099b9688d1a46b89	common_voice_pl_21111104.mp3	W ściętych białkach zagrało poranne słońce okrutnym uśmiechem…	4.901625
d9fbb02d4155dc6c99b3edaf8d9db1b5c3c4395a0ae943bae33ca260a1ac5b6244c9f133ace5c45afa2c25408ce1df4abc8d52651110dd17e7b220b2c36cc3dd	common_voice_pl_22237541.mp3	dwa	2.213625
9dfbf54d46b4b8d83feda6801e33378114b912bf517ab66f1258c011b80c10806f7f7bc4b099e86ea87e0d17225ee3a99bfe24b64ec599c9e0ed06054b2aac4c	common_voice_pl_20719126.mp3	No, czy pan jest Jakub? — powtórzył Ignacy	4.469625
b565902dc6e80e0eb751d71c619e5f61694cdbb0eb8cf12b1ddbe229cf86e92d38da774569038fd5d30a4f88ddcb71afbee9c0aa790dbaa1ca8e012f78b2be4d	common_voice_pl_20611544.mp3	Emil miał o trzy lata młodszego brata	3.677625
a2db84266a607f095bafb294cad05f3fdcf2aa976d4376015cd39d34b1d3604eb891bdea505dff4598a8192bf00d39e8024c180233ae9cfdd33ea30d6493bce6	common_voice_pl_20697438.mp3	Zerwała się z miejsca i nachyliła nad Cezarym	3.581625
2e6d80b98b6d1d6bcfc69791db7d4c58df525f490a3ea137a2b29e1f826591c631da77fb05aa04ecff3c45212583449c50996628aed1e94624f342a6ba9df51f	common_voice_pl_20652333.mp3	Mieszkańcy przyzwyczaili się już do ścisku, złego dojazdu do cmentarza oraz korków	7.109625
28970b9765499142a56a146eda2426ddb1dd4a0fc4035e3b1f20b4e212774b00eafe0f4e8276106a147e2d37afa13da85be8f346412112e76532c2a91b0988e6	common_voice_pl_20622899.mp3	Nie martw się	2.405625
bb09c849020a57592b77ad08602e4c0e60ee86a5a035d1e34cbd3ec82dfe7a47b28d27ad0306143425d8e076d9f11b2d6bf83dacf010f1fc1c4d614adc1ddcf5	common_voice_pl_25171166.mp3	Zrobił pojednawczy wyraz twarzy	3.7155
e3bb9cce0b96cfe4e8cb1460f32448ef193c8d85a0578cb7dbdc96797dbc99d0e7232aa62ebe536db937317c03ebf251972ce905120b7272303f503590f0692c	common_voice_pl_20760398.mp3	Na szczęście była zajęta wyłącznie sobą	3.269625
2c818dfafa7197d291cac63a8b8f41377c82ebf481d2a81244a0329a579d58a91d57d2de0938abb8b4dda68239b41046591191bf1400b012becb05434b37bb36	common_voice_pl_20839995.mp3	Wściekłością zdjęty rozkazał żonie natychmiast wracać do domu	4.469625
e757f02a52063a4878e77688ff76d32fbaf26d6d43a79ead7aa1579016e9a5562de71e75daf98cd31041f8897fcc3089734116b5f0b6e34b220a807dbfd9893e	common_voice_pl_20609215.mp3	No, to powiedz	2.189625
6254b049fcc3c3d0dcb48a3e7ef6d32121b348abeeb9672ff383c649f01de48c5a12878a09e61e9e594a156d5e6fd7ea7cbc8a7b787a210acc1a82799a045854	common_voice_pl_20689157.mp3	Po co mi to było	2.813625
8c4eeac4b0268f6da0712d963ed4c527e004098ca234badee85b77c2453fd704a42e75f0eccd6caa481e5d5d25cb389f0c339690b3718dd2099b9688d1a46b89	common_voice_pl_20971447.mp3	Jak długo trwało jej osłupienie	2.909625
dea7a69b85dec11b459bcc395d9fb50cc22324e7ebbb6c52c61643b8ccad6b95827ca30469e55c4398dc2d8940e69173ed75707d426adb273d5be1f7cf88f29e	common_voice_pl_20554734.mp3	Zbliżcie się teraz trochę do mnie! — rozkazał	3.749625
1b3e68dee632cf5dc19f99ef0822fdea1149ebee5adba3790aa4f03bead252cf3ca00611c8378020aa42ab0dded1e636203ff4fdee61b1a4d3108ac5de7bb64b	common_voice_pl_21638547.mp3	Aż Zosia zapomniała zupełnie obrony	3.821625
ef8fbeac756a6a2141ae62c4bf1111c213cc054a6fc099958996a257602b370bb58939503364b21b3651f98fa0df1ea7e217c17ab2f12fd52f5145f9054ec36b	common_voice_pl_27359361.mp3	Konsekwencje tej utraconej sposobności odczuwamy po dziś dzień	5.9835
949145a49935c451e3e66698aba9660bc903162498c4c10ef4d793dbf3b1cb5758764eff20acd779134ac27de7c13b92fc81021e276706686cd1fabe70d24a48	common_voice_pl_32252068.mp3	Strategii było wiele	2.8515
6f2dd557da863cb4e0303da6ca2b1ab92105e9e51a1dd57c05f2cd9ce3eec89855bf43fee4e70092baa44186bb2eb2f965cd210a645121a7aaa3dd90f9a5a796	common_voice_pl_26200542.mp3	ten błąd bardzo zaszkodził Europie i jej jedności	4.9035
a2db84266a607f095bafb294cad05f3fdcf2aa976d4376015cd39d34b1d3604eb891bdea505dff4598a8192bf00d39e8024c180233ae9cfdd33ea30d6493bce6	common_voice_pl_20713700.mp3	W kącie stało składane łóżko	2.621625
1b3e68dee632cf5dc19f99ef0822fdea1149ebee5adba3790aa4f03bead252cf3ca00611c8378020aa42ab0dded1e636203ff4fdee61b1a4d3108ac5de7bb64b	common_voice_pl_21645743.mp3	Rzeczywiście, zdumiewający zbieg okoliczności	5.405625
c14e7e8885d9c6ce8c69ce4301e723eae5d1dc504cdff77605173deda6a24e1e1eba92d756b187251361777f49e5ee4ace8dcc36f65e03f225980c21e683f5d1	common_voice_pl_20703413.mp3	Najlepiej wieczorem, po deszczu, kiedy czujesz to, co się dzieje w zamkniętych domach	6.389625
3304cd60f64021e1a24c79d10c2ea9d1df2f81c938ee368127d37280f3de8e8b610fa84a78ee44ed5487adc9d2e675528f53a458a8f55ca17a420db816044b27	common_voice_pl_40942816.mp3	Właśnie dlatego rząd ma obowiązek zwrotu podatków nałożonych bezprawnie	5.7315
47403307ccc243849f68ec7a0f6a1dfa10b9da31c3cd0741c670d0f64b399825029006a369ea40008a6f326893d8bdec393d27291949b9a5bab8cac8fd55854d	common_voice_pl_20650571.mp3	Muszę go wpierw wystawić i obliczyć cenę wraz z karą	4.541625
207b159eb0b9b89ff39ecfb9437c1b27490fc267802efe0a2f22f2b833c5ea603e97f4a8bab87d17596e8b4c0a858aa98e1bf51aa2d1dcd644b8228c94b9e0b5	common_voice_pl_20747851.mp3	Mieszka tu gdzieś w pobliżu	4.085625
856446e99ebd250f19fdbd77bd4a37ac98ad53f87212101275ac47cbc519b9831a6b8250b4bee547ded27213a143852d8d5a2b187d0d2b1a93a06b471f24cf2f	common_voice_pl_20625135.mp3	Jak też nas wtedy wydaje się wiele	3.749625
b565902dc6e80e0eb751d71c619e5f61694cdbb0eb8cf12b1ddbe229cf86e92d38da774569038fd5d30a4f88ddcb71afbee9c0aa790dbaa1ca8e012f78b2be4d	common_voice_pl_20611619.mp3	Przede wszystkim prosto, przy tym szczerze, no i co najważniejsza — przyjaźnie	8.213625
a2db84266a607f095bafb294cad05f3fdcf2aa976d4376015cd39d34b1d3604eb891bdea505dff4598a8192bf00d39e8024c180233ae9cfdd33ea30d6493bce6	common_voice_pl_20697337.mp3	Mongołowie uczynili to samo	2.741625
4abc6c0fad8f36394fd307c9c641a3baa20ab7cac38c4dbcee99a4bebda3d26d787ccd5a21bfb00881674d60067202388468c4c1c22985d810a7055eb15a905a	common_voice_pl_20606758.mp3	Na usta wybiegł uśmiech zadowolenia	3.485625
f16d9b26f3ae00da7a935964f9ed97fd5f9c281c9f588ccb64e1789decc04b4bdac644a391e9ef3fbd39dea4302de5dc698f9ac55c4c5252709881d6f44d07ce	common_voice_pl_22731886.mp3	Ale oczy każdego, nawet cudzoziemca, musiał uderzać ten wzrok	6.101625
a9f316701e436592d1abc7bf8367c7aa5a8972c390f5eda022fee9bbf08fc18ff4a6a66024a19f0f4f66d666cde5ea5f7b315c681b4b9ef0359701d8281a844e	common_voice_pl_20555767.mp3	Nie daj mi znormalnieć, bo to jest śmierć	3.941625
bbd16aae0b2de3dc113dc23687584009f18b45d8e1c341d0433a741f5e374d0f2bdcefd34ce95dfbe07414cfda6ef4cf93462c5d0a0a628b255e133537a9f810	common_voice_pl_20630908.mp3	Co pani zamówi? — zapytał, gdy przyszedł kelner	4.349625
b696017fdc6ea7e58bb89fbf2c35ef5aae9f4296290da7b1178922dc0f01687b1e615b9f23d4e4e898ab047e29a3e8456791eedf425c5523c9f549e9a9af13db	common_voice_pl_20606967.mp3	Teraz przejdziemy do ustaleń	3.029625
72a8725537f15ecfbd2aca0c342ee4ac0367ad23595ccd3d7efadb015af1af5e0614adb92ad6bf009711df662453a870c31467ca0ec71005a00aa82dc5e02a40	common_voice_pl_20698149.mp3	I mam iść do kancelarii	2.765625
8c4eeac4b0268f6da0712d963ed4c527e004098ca234badee85b77c2453fd704a42e75f0eccd6caa481e5d5d25cb389f0c339690b3718dd2099b9688d1a46b89	common_voice_pl_20990484.mp3	Dwaj pozostali towarzysze stanęli mu po bokach gwoli przecięcia możliwej ucieczki	6.581625
509e3f7b9360a7e857f2190487f812855cc64f2776ff3802c108b9b2f7ef90f075183f297b84bad64d8a6958766e1b965ebf2741c1f1aa933502acd5f2d33e8c	common_voice_pl_30655029.mp3	Więzienie, gdzie osadzono Maciusia, była to stara, zrujnowana forteca, przeznaczona dla największych przestępców	8.1435
a2db84266a607f095bafb294cad05f3fdcf2aa976d4376015cd39d34b1d3604eb891bdea505dff4598a8192bf00d39e8024c180233ae9cfdd33ea30d6493bce6	common_voice_pl_20685229.mp3	Za miastem odbyło się wszystko według programu	3.269625
8c4eeac4b0268f6da0712d963ed4c527e004098ca234badee85b77c2453fd704a42e75f0eccd6caa481e5d5d25cb389f0c339690b3718dd2099b9688d1a46b89	common_voice_pl_20963566.mp3	Wdrapał się na okno i zajrzał do środka	3.701625
fbe6ebde0619b1c74b2a5eb4ccb895f78953c5ee86aa46a868dbe6259ed5d7ced3f539d38a8e5d3faacd59ce3e2497abb6b5c6070763504fe23bd417fedfe335	common_voice_pl_20604650.mp3	Właśnie idzie jakaś pani z chłopczykiem	3.029625
ff0532c60c41b245020aaf123e447f047d17f3fcfd8c50ef4faabf75add866dd9743c7f4d23d84475ac2b8398fef41a46b5dd06ae8685e62502bcd253b25cf1a	common_voice_pl_25884402.mp3	Wytyczne mogą być wystarczającym rozwiązaniem i mogą umożliwić uniknięcie zbyt wielu ograniczeń administracyjnych	9.7995
cbc65895f1fa8fe041c3baa2a5173aef5f52ab2fa4c3afd8f161eb4b4abc656d10382cc323632ce6d017a926a7c71b3221036018c2344d55ea7329c57f6e4044	common_voice_pl_20611518.mp3	A jemu pewnie też serce mocno ze strachu biło	5.501625
9ab58ff974131b020e1a20bb94c909a598f3fe921df1c2a767330f0c021032824d401e1e38b9b159e4adf8ddeb8c39ae843df2927f2ddca19205d089e608d310	common_voice_pl_20663766.mp3	Kiedy się zobaczymy? Nie odpowiadała	2.981625
40acc986b41a982d86573d4d464cdb180475c443f5a7666b01de149df825e36fd048dcc7d58d374c182337cf1aef2ab5670b19fcd158a859681440cb3487d39b	common_voice_pl_28210614.mp3	komisarz - Postaram się mówić zwięźle	3.7155
8019bab80b4195c607afc95d1e583c26659b442ffb7a129628f82766e55314f96e9aa4db56eb9e7500069b31f9f8b40a174f65a7cf071929d6bb84e4e5edc161	common_voice_pl_20637476.mp3	Pójdziemy tam z samego rana	3.101625
9ab58ff974131b020e1a20bb94c909a598f3fe921df1c2a767330f0c021032824d401e1e38b9b159e4adf8ddeb8c39ae843df2927f2ddca19205d089e608d310	common_voice_pl_42486008.mp3	"Nie wiem, dlaczego niektórzy z państwa dziwią się na słowa ""sankcje"" lub ""wymagania"	4.9035
ae08cdd3897dccccd0144ab94efc7d0f0d33842d14426c43a8beb87576a5e133dcc02271fc65d1d645da4f8ad9c56ae7e2f0da1862ca757ac1bc1b451a502fee	common_voice_pl_25120219.mp3	Co sądzisz o nowych hulajnogach	3.7155
72a8725537f15ecfbd2aca0c342ee4ac0367ad23595ccd3d7efadb015af1af5e0614adb92ad6bf009711df662453a870c31467ca0ec71005a00aa82dc5e02a40	common_voice_pl_20704596.mp3	To, co zobaczył, poza śmiesznością jej pozycji, było dziwne i poniosło go	6.989625
8c4eeac4b0268f6da0712d963ed4c527e004098ca234badee85b77c2453fd704a42e75f0eccd6caa481e5d5d25cb389f0c339690b3718dd2099b9688d1a46b89	common_voice_pl_20840241.mp3	Dla siebie jestem jedyna i niepowtarzalna	4.829625
8b55d59246c6d72b104bc5b22e6380d8dab4c081c445a5b62964566ab00dec3175b7c9ff789f941e4776b442def95e6e599fa713574e30f12bd01ad96583d3ca	common_voice_pl_20623266.mp3	Ktoś ci już przyniósł	5.429625
5b6d0d07647182f52deb30d47af3fc648af62bd166a0ec581a86c72e7aebf78aaa82f01ac6f918f68db5462c25c0523d565351b2adebe961cf8c0ab4c43dbfee	common_voice_pl_20608976.mp3	Siłą się wziąć nie dam	3.749625
66427a06a73362b4a2617d159c7c6e18bc0f7748c5875c9cdcff682ee4dc444afaf722c0fde3038826874e1459e0ce29bf40a10db54ca7c023fa95696d9debb8	common_voice_pl_20651453.mp3	Opowiedz mi o swej rodzinie	3.221625
902e2d7f156f76e4bc63ea4fc5f243c3c9e8db20ada54b156d39cfe6a0bf00b92ddd922ef6bd6c8a16e0860d412566f9cbeae53428b07beff3c96f38b4c55b6b	common_voice_pl_22744690.mp3	Teraz chodziło o wygranie atutów, położyłem więc waleta	4.181625
1a9fc7c11af64f1f375ed1747c574c0875060f000852e9255c5709e63a47d8295334921ed794244fc6fc8bbca6c9d6cc9e5cbee09f94d9c509ad241aec1ab4f8	common_voice_pl_22998131.mp3	Ewidentnie zabrakło im chęci	2.669625
8c867dc55aa71035b74b783e502a6e39882b00f2c51196217dbedfe1026da86d17dcb1e4cb92d5edbf7bc15ca24d0224406fe1e6d4f414d75ba9a0e49d076a6f	common_voice_pl_20725063.mp3	Ten sok mógłby zaszkodzić pannie Karolinie	3.83375
d08ec452085c754377c9d34c19536c868b0785214c4ffa1230f5a02f1e66b57e352895a5d44bb651c5a2a1b8003f3ee50e63150aeeb3fbe4d0024c3f6b20accc	common_voice_pl_30718401.mp3	Prawa autorskie umożliwiają twórcy sprzedaż jego dzieł i gwarantują mu zwrot z inwestycji	7.0275
8c4eeac4b0268f6da0712d963ed4c527e004098ca234badee85b77c2453fd704a42e75f0eccd6caa481e5d5d25cb389f0c339690b3718dd2099b9688d1a46b89	common_voice_pl_21395972.mp3	Będziesz wkrótce takim, jak inni	3.461625
8c4eeac4b0268f6da0712d963ed4c527e004098ca234badee85b77c2453fd704a42e75f0eccd6caa481e5d5d25cb389f0c339690b3718dd2099b9688d1a46b89	common_voice_pl_21137405.mp3	Wzniosłem tylko okrzyk na cześć naszej skrzydlatej patronki	4.661625
b1fc1ae975d3f14e8d7a508d7052b41069e3f3b93f41d8738f9dd9d92956cd7fe5c0ae740f0ecfce857e82ae432ede43146ecd6fd43cd72c1a8332c5e1e4c98c	common_voice_pl_20799332.mp3	Niebezpieczny zakręt przed tobą	3.701625
72a8725537f15ecfbd2aca0c342ee4ac0367ad23595ccd3d7efadb015af1af5e0614adb92ad6bf009711df662453a870c31467ca0ec71005a00aa82dc5e02a40	common_voice_pl_22301406.mp3	Ćwiczenia obserwowały najwyższe władze Związku Radzieckiego i przedstawiciele generalicji z krajów tzw. demokracji ludowej	7.685625
